Yellow,Yellow,Orange,0.84,2.04,
Red,Red,Red,0.92,2.01,
Red,Red,Green,0.93,2.06,
Green,Green,Orange,0.94,2.08,
Red,Red,Orange,0.88,2.09,
Orange,Orange,Orange,0.69,2.16,
Orange,Orange,Red,0.72,2.09,
Orange,Orange,Orange,0.61,2.13,
Green,Green,Green,0.75,2.10,
Red,Red,Blue,0.71,2.08,
Orange,Orange,Orange,0.82,2.05,
Green,Green,Green,0.74,2.10,
Orange,Orange,Yellow,0.73,2.10,
Blue,Blue,Blue,0.77,2.10,
Red,Red,Yellow,0.68,2.10,
Green,Green,Blue,0.58,1.53,
Orange,Orange,Orange,0.49,1.51,
Orange,Orange,Orange,0.56,1.64,
Green,Green,Green,0.47,1.57,
Green,Green,Green,0.47,1.49,
Red,Orange,Red,0.54,1.59,
Green,Green,Yellow,0.63,1.56,
Orange,Green,Orange,0.57,1.52,
Blue,Blue,Green,0.42,1.60,
Yellow,Yellow,Yellow,0.50,1.53,
Yellow,Yellow,Blue,0.99,1.41,
Orange,Orange,Yellow,1.00,1.43,
Red,Yellow,Red,0.99,1.42,
Orange,Orange,Orange,0.92,1.37,
Blue,Blue,Orange,1.01,1.50,
Red,Blue,Red,0.95,1.45,
Blue,Blue,Red,0.97,1.44,
Green,Green,Green,0.83,1.48,
Green,Green,Blue,0.91,1.40,
Blue,Blue,Blue,0.90,1.42,
Orange,Orange,Orange,0.53,0.89,
Red,Red,Blue,0.58,0.99,
Blue,Blue,Blue,0.62,0.97,
Blue,Blue,Blue,0.59,0.96,
Red,Red,Red,0.62,0.96,
Orange,Red,Orange,0.58,0.92,
Blue,Blue,Red,0.54,0.96,
Blue,Blue,Blue,0.67,1.05,
Blue,Blue,Blue,0.62,0.94,
Blue,Blue,Red,0.50,0.89,
Blue,Blue,Blue,1.68,1.00,
Yellow,Yellow,Yellow,1.64,1.04,
Orange,Orange,Orange,1.68,0.98,
Green,Green,Green,1.66,1.00,
Red,Red,Green,1.70,1.00,
Orange,Red,Orange,1.66,1.00,
Green,Green,Green,1.62,1.15,
Yellow,Yellow,Yellow,1.66,1.13,
Red,Red,Red,1.71,0.97,
Blue,Blue,Blue,1.66,1.03,
Orange,Orange,Orange,0.56,1.85,
Red,Red,Green,0.63,1.91,
Orange,Orange,Orange,0.63,1.92,
Blue,Blue,Green,0.59,1.86,
Green,Green,Green,0.53,1.92,
Yellow,Yellow,Yellow,0.61,1.97,
Blue,Blue,Blue,0.69,1.88,
Blue,Blue,Blue,0.62,1.90,
Orange,Orange,Orange,0.56,1.97,
Orange,Orange,Red,0.55,1.78,
Orange,Orange,Orange,1.20,0.82,
Green,Green,Yellow,1.29,0.80,
Orange,Yellow,Blue,1.14,0.81,
Yellow,Yellow,Green,1.15,0.85,
Green,Green,Green,1.28,0.88,
Blue,Orange,Blue,1.14,0.82,
Orange,Orange,Orange,1.13,0.77,
Orange,Orange,Green,1.26,0.85,
Blue,Blue,Blue,1.24,0.81,
Blue,Blue,Blue,1.21,0.87,
Green,Green,Green,0.79,1.82,
Yellow,Yellow,Yellow,0.86,1.90,
Blue,Red,Yellow,0.83,1.91,
Red,Red,Red,0.73,1.90,
Blue,Blue,Blue,0.70,1.94,
Yellow,Yellow,Blue,0.71,1.91,
Blue,Blue,Orange,0.73,1.90,
Green,Green,Green,0.69,1.83,
Red,Red,Red,0.77,1.82,
Orange,Orange,Yellow,0.71,1.87,
Green,Green,Green,1.46,1.21,
Yellow,Green,Yellow,1.44,1.13,
Yellow,Yellow,Yellow,1.30,1.17,
Green,Green,Green,1.34,1.24,
Orange,Orange,Orange,1.34,1.30,
Blue,Blue,Blue,1.40,1.21,
Red,Red,Red,1.33,1.20,
Green,Green,Green,1.39,1.26,
Blue,Blue,Blue,1.29,1.21,
Yellow,Red,Yellow,1.36,1.15,
Green,Green,Green,0.84,1.75,
Blue,Blue,Orange,0.87,1.76,
Red,Red,Red,0.83,1.73,
Yellow,Yellow,Yellow,0.88,1.82,
Red,Green,Red,0.85,1.78,
Blue,Blue,Blue,0.87,1.81,
Orange,Orange,Red,0.90,1.79,
Orange,Orange,Yellow,0.80,1.84,
Red,Orange,Red,0.86,1.77,
Yellow,Yellow,Yellow,0.82,1.78,
Yellow,Yellow,Yellow,0.74,1.59,
Red,Red,Blue,0.60,1.44,
Red,Red,Yellow,0.64,1.54,
Yellow,Yellow,Red,0.57,1.57,
Green,Green,Green,0.62,1.57,
Orange,Orange,Orange,0.65,1.57,
Green,Green,Orange,0.62,1.53,
Yellow,Yellow,Yellow,0.71,1.59,
Yellow,Yellow,Yellow,0.65,1.54,
Green,Green,Green,0.62,1.44,
Orange,Orange,Orange,0.76,1.99,
Blue,Blue,Blue,0.71,2.08,
Orange,Blue,Green,0.62,1.98,
Green,Green,Green,0.63,1.93,
Blue,Blue,Yellow,0.77,1.95,
Blue,Blue,Yellow,0.67,2.07,
Green,Green,Blue,0.84,2.01,
Red,Red,Red,0.72,2.05,
Blue,Blue,Blue,0.77,2.05,
Red,Red,Red,0.70,1.98,
Green,Yellow,Green,1.59,1.67,
Yellow,Yellow,Yellow,1.53,1.78,
Orange,Orange,Yellow,1.50,1.78,
Green,Green,Green,1.53,1.59,
Orange,Yellow,Blue,1.61,1.68,
Yellow,Yellow,Red,1.55,1.72,
Orange,Yellow,Orange,1.54,1.78,
Blue,Blue,Blue,1.58,1.73,
Orange,Orange,Yellow,1.52,1.72,
Red,Red,Yellow,1.63,1.66,
Green,Green,Blue,1.12,1.99,
Red,Red,Orange,1.18,2.07,
Green,Green,Green,1.21,2.03,
Orange,Orange,Orange,1.17,1.98,
Orange,Orange,Orange,1.12,2.03,
Blue,Green,Blue,1.13,2.03,
Red,Red,Red,1.15,2.04,
Blue,Yellow,Green,1.12,2.02,
Yellow,Yellow,Yellow,1.13,1.96,
Blue,Blue,Blue,1.08,1.93,
Blue,Blue,Blue,0.67,1.09,
Red,Red,Red,0.59,1.05,
Orange,Orange,Orange,0.67,1.08,
Orange,Red,Orange,0.66,1.14,
Blue,Blue,Blue,0.75,1.09,
Orange,Orange,Orange,0.68,1.09,
Orange,Orange,Blue,0.70,1.03,
Red,Red,Red,0.68,1.13,
Orange,Orange,Orange,0.69,1.06,
Red,Red,Orange,0.65,1.02,
Blue,Blue,Blue,0.81,2.08,
Green,Orange,Green,0.84,1.94,
Yellow,Yellow,Yellow,0.71,1.99,
Red,Red,Blue,0.81,2.00,
Green,Green,Green,0.79,2.11,
Green,Orange,Red,0.80,2.06,
Yellow,Yellow,Yellow,0.79,1.96,
Yellow,Yellow,Yellow,0.85,2.04,
Red,Red,Green,0.76,2.04,
Yellow,Yellow,Yellow,0.81,2.04,
Red,Red,Red,0.98,1.90,
Red,Blue,Red,0.98,1.98,
Orange,Green,Orange,1.08,1.98,
Blue,Blue,Blue,1.06,2.04,
Green,Green,Yellow,1.01,2.00,
Yellow,Yellow,Red,1.02,1.92,
Green,Green,Green,1.07,1.98,
Green,Green,Green,1.03,2.07,
Yellow,Yellow,Yellow,1.12,1.98,
Blue,Blue,Blue,1.07,1.95,
Blue,Blue,Blue,0.52,1.08,
Orange,Green,Orange,0.53,1.01,
Green,Blue,Green,0.62,1.04,
Yellow,Yellow,Yellow,0.58,1.02,
Red,Red,Red,0.59,0.97,
Blue,Blue,Blue,0.58,0.91,
Red,Red,Green,0.53,1.03,
Red,Red,Blue,0.50,0.91,
Red,Red,Red,0.56,0.96,
Blue,Blue,Green,0.42,1.00,
Orange,Orange,Orange,0.92,1.02,
Green,Green,Red,0.94,1.07,
Blue,Blue,Blue,1.04,1.10,
Green,Green,Green,1.00,1.02,
Blue,Red,Blue,0.94,0.99,
Red,Red,Red,1.03,1.09,
Blue,Orange,Blue,0.93,1.07,
Orange,Red,Blue,0.95,1.04,
Green,Green,Green,1.01,1.10,
Red,Red,Red,0.90,1.09,
Green,Green,Green,1.60,1.38,
Orange,Yellow,Orange,1.53,1.48,
Yellow,Yellow,Red,1.54,1.53,
Blue,Blue,Blue,1.57,1.43,
Orange,Orange,Orange,1.61,1.43,
Red,Red,Orange,1.51,1.50,
Green,Green,Green,1.57,1.52,
Orange,Orange,Orange,1.54,1.46,
Red,Red,Red,1.45,1.49,
Blue,Blue,Green,1.47,1.48,
Green,Green,Green,0.97,1.97,
Orange,Orange,Orange,0.97,1.72,
Orange,Orange,Green,0.97,1.72,
Orange,Orange,Orange,0.91,1.77,
Green,Green,Green,0.90,1.79,
Red,Red,Red,0.83,1.74,
Green,Green,Green,0.97,1.71,
Red,Red,Red,0.93,1.73,
Orange,Orange,Orange,0.92,1.87,
Blue,Green,Blue,0.97,1.75,
Green,Blue,Yellow,1.64,1.15,
Green,Green,Green,1.59,1.15,
Orange,Orange,Orange,1.64,1.14,
Red,Red,Red,1.56,1.10,
Red,Red,Red,1.64,1.16,
Orange,Orange,Orange,1.61,1.06,
Red,Red,Red,1.51,1.09,
Blue,Red,Blue,1.64,1.21,
Yellow,Orange,Yellow,1.58,1.10,
Green,Green,Green,1.53,1.19,
Yellow,Yellow,Yellow,1.21,1.91,
Yellow,Yellow,Yellow,1.09,1.84,
Orange,Orange,Yellow,1.26,1.95,
Blue,Blue,Red,1.30,1.85,
Red,Red,Red,1.25,1.89,
Blue,Blue,Red,1.26,1.86,
Yellow,Yellow,Yellow,1.25,1.94,
Red,Red,Blue,1.29,1.85,
Green,Green,Green,1.29,1.90,
Red,Red,Red,1.27,1.94,
Red,Red,Red,0.84,1.21,
Red,Red,Red,0.92,1.15,
Red,Red,Red,0.89,1.09,
Green,Green,Green,1.02,1.11,
Yellow,Yellow,Yellow,1.00,1.22,
Green,Green,Green,0.94,1.16,
Blue,Blue,Orange,0.89,1.23,
Yellow,Yellow,Yellow,0.92,1.14,
Red,Red,Blue,0.93,1.17,
Blue,Blue,Blue,0.86,1.06,
Green,Green,Green,0.57,1.07,
Red,Red,Yellow,0.62,1.05,
Orange,Orange,Orange,0.58,1.08,
Orange,Red,Blue,0.66,1.00,
Yellow,Yellow,Yellow,0.48,1.05,
Red,Red,Red,0.48,1.12,
Yellow,Yellow,Yellow,0.60,1.07,
Red,Red,Orange,0.51,1.19,
Orange,Orange,Green,0.54,1.12,
Green,Orange,Blue,0.59,1.14,
Green,Green,Green,0.95,1.23,
Red,Red,Blue,1.03,1.32,
Red,Red,Blue,0.94,1.30,
Orange,Orange,Orange,1.09,1.26,
Green,Green,Yellow,0.95,1.25,
Orange,Orange,Orange,0.96,1.28,
Yellow,Yellow,Yellow,1.04,1.30,
Blue,Blue,Blue,0.94,1.24,
Red,Red,Red,1.03,1.30,
Red,Yellow,Orange,1.02,1.28,
Green,Green,Green,1.63,0.97,
Orange,Orange,Orange,1.61,1.09,
Red,Red,Red,1.58,1.04,
Red,Red,Red,1.58,1.02,
Green,Green,Green,1.63,1.01,
Green,Green,Green,1.68,0.92,
Green,Green,Orange,1.64,1.00,
Red,Red,Red,1.50,0.99,
Green,Green,Green,1.57,1.01,
Orange,Orange,Orange,1.56,0.98,
Yellow,Green,Yellow,0.74,0.78,
Red,Red,Orange,0.68,0.78,
Orange,Red,Orange,0.72,0.79,
Yellow,Yellow,Yellow,0.64,0.82,
Blue,Yellow,Blue,0.62,0.77,
Orange,Orange,Orange,0.62,0.76,
Green,Green,Orange,0.73,0.73,
Orange,Orange,Red,0.57,0.75,
Red,Red,Green,0.67,0.87,
Red,Red,Red,0.64,0.78,
Yellow,Yellow,Yellow,1.24,1.32,
Green,Green,Green,1.33,1.27,
Red,Green,Yellow,1.23,1.34,
Orange,Orange,Orange,1.30,1.33,
Red,Red,Red,1.29,1.30,
Orange,Orange,Red,1.19,1.24,
Yellow,Yellow,Yellow,1.26,1.32,
Orange,Orange,Yellow,1.31,1.28,
Orange,Orange,Orange,1.30,1.40,
Red,Red,Red,1.30,1.34,
Orange,Orange,Orange,1.59,2.19,
Red,Yellow,Red,1.61,2.12,
Green,Green,Yellow,1.54,2.13,
Red,Red,Blue,1.65,2.18,
Blue,Blue,Blue,1.62,2.19,
Green,Green,Blue,1.62,2.13,
Red,Red,Red,1.55,2.24,
Yellow,Yellow,Yellow,1.65,2.16,
Orange,Orange,Yellow,1.60,2.19,
Green,Green,Green,1.70,2.10,
Orange,Orange,Orange,1.59,1.15,
Green,Green,Green,1.57,1.15,
Green,Green,Orange,1.59,1.18,
Yellow,Yellow,Yellow,1.52,1.15,
Blue,Blue,Blue,1.55,1.14,
Red,Blue,Red,1.59,1.28,
Red,Red,Green,1.53,1.23,
Red,Red,Yellow,1.53,1.20,
Yellow,Yellow,Green,1.70,1.21,
Yellow,Orange,Blue,1.62,1.15,
Blue,Blue,Blue,1.61,1.14,
Yellow,Yellow,Yellow,1.52,1.18,
Green,Green,Green,1.63,1.05,
Blue,Yellow,Blue,1.62,1.15,
Orange,Orange,Orange,1.55,1.09,
Red,Red,Yellow,1.55,1.18,
Blue,Blue,Blue,1.62,1.16,
Yellow,Yellow,Red,1.52,1.16,
Blue,Blue,Blue,1.50,1.20,
Yellow,Yellow,Blue,1.52,1.15,
Red,Red,Red,1.26,1.18,
Red,Red,Red,1.29,1.00,
Yellow,Yellow,Orange,1.20,1.09,
Orange,Blue,Orange,1.24,1.07,
Orange,Blue,Orange,1.30,1.06,
Yellow,Yellow,Yellow,1.19,1.06,
Yellow,Yellow,Yellow,1.26,1.01,
Green,Green,Green,1.22,1.08,
Green,Green,Yellow,1.26,1.10,
Red,Red,Red,1.28,1.07,
Yellow,Yellow,Yellow,0.95,1.31,
Green,Yellow,Green,0.87,1.33,
Yellow,Yellow,Yellow,0.94,1.30,
Red,Red,Red,0.96,1.21,
Green,Green,Green,1.02,1.31,
Red,Green,Red,0.93,1.28,
Green,Green,Green,0.99,1.29,
Red,Red,Red,0.90,1.29,
Red,Red,Red,0.87,1.22,
Red,Red,Red,1.02,1.32,
Blue,Blue,Blue,1.19,1.24,
Red,Red,Yellow,1.11,1.20,
Green,Green,Green,1.13,1.21,
Green,Green,Green,1.18,1.22,
Red,Red,Blue,1.18,1.22,
Red,Red,Red,1.13,1.20,
Yellow,Blue,Yellow,1.16,1.25,
Yellow,Yellow,Yellow,1.20,1.26,
Red,Blue,Red,1.10,1.19,
Yellow,Yellow,Yellow,1.18,1.26,
Orange,Orange,Blue,0.66,1.09,
Blue,Blue,Blue,0.65,1.09,
Blue,Blue,Red,0.54,1.15,
Red,Red,Green,0.66,1.26,
Blue,Blue,Blue,0.47,1.16,
Yellow,Yellow,Red,0.61,1.11,
Yellow,Red,Yellow,0.62,1.11,
Yellow,Blue,Yellow,0.52,1.11,
Yellow,Yellow,Yellow,0.68,1.12,
Blue,Blue,Blue,0.62,1.21,
Blue,Blue,Blue,1.15,1.14,
Orange,Orange,Orange,1.05,1.06,
Green,Green,Green,1.13,1.05,
Orange,Orange,Orange,1.17,1.18,
Orange,Orange,Orange,1.08,1.16,
Green,Green,Green,1.18,1.12,
Blue,Blue,Blue,1.15,1.14,
Green,Green,Red,1.10,1.14,
Blue,Blue,Blue,1.11,1.20,
Red,Red,Red,1.19,1.21,
Red,Red,Red,1.20,0.84,
Green,Green,Green,1.20,0.72,
Red,Red,Red,1.23,0.81,
Red,Red,Red,1.24,0.81,
Orange,Blue,Orange,1.16,0.83,
Blue,Blue,Blue,1.26,0.88,
Red,Red,Red,1.24,0.78,
Yellow,Yellow,Yellow,1.20,0.85,
Orange,Orange,Orange,1.24,0.79,
Blue,Yellow,Blue,1.19,0.78,
Red,Red,Red,1.24,1.42,
Yellow,Yellow,Yellow,1.23,1.40,
Orange,Orange,Orange,1.19,1.34,
Yellow,Yellow,Yellow,1.21,1.31,
Red,Red,Red,1.17,1.37,
Yellow,Yellow,Yellow,1.28,1.43,
Blue,Blue,Red,1.22,1.33,
Red,Red,Red,1.16,1.41,
Green,Green,Green,1.26,1.43,
Blue,Blue,Orange,1.24,1.41,
Yellow,Yellow,Yellow,0.94,1.86,
Yellow,Yellow,Yellow,0.88,1.81,
Blue,Blue,Blue,0.97,1.80,
Red,Red,Red,0.91,1.98,
Yellow,Yellow,Yellow,0.82,1.90,
Yellow,Yellow,Yellow,0.86,1.92,
Green,Green,Green,0.96,1.84,
Orange,Orange,Orange,0.95,1.95,
Yellow,Yellow,Blue,0.86,1.87,
Yellow,Yellow,Yellow,0.90,1.84,
Blue,Blue,Blue,1.14,2.03,
Green,Green,Red,1.06,2.05,
Yellow,Yellow,Yellow,1.05,2.08,
Yellow,Yellow,Yellow,1.08,2.06,
Red,Red,Red,1.13,1.99,
Yellow,Yellow,Yellow,1.17,2.10,
Yellow,Yellow,Yellow,1.10,2.04,
Yellow,Yellow,Yellow,1.07,2.07,
Blue,Blue,Blue,1.13,2.01,
Red,Red,Red,1.08,2.02,
Red,Red,Red,1.42,1.62,
Green,Green,Yellow,1.49,1.66,
Blue,Blue,Blue,1.41,1.51,
Orange,Orange,Orange,1.58,1.56,
Green,Green,Green,1.50,1.58,
Yellow,Yellow,Yellow,1.47,1.51,
Green,Green,Green,1.47,1.61,
Orange,Orange,Orange,1.45,1.56,
Red,Red,Blue,1.50,1.53,
Green,Green,Red,1.51,1.65,
Yellow,Yellow,Yellow,1.56,2.17,
Blue,Blue,Blue,1.63,2.23,
Red,Red,Red,1.58,2.19,
Green,Green,Green,1.51,2.09,
Green,Green,Orange,1.56,2.29,
Red,Orange,Red,1.50,2.30,
Red,Red,Red,1.67,2.26,
Green,Green,Orange,1.55,2.11,
Green,Green,Blue,1.53,2.14,
Yellow,Yellow,Yellow,1.58,2.20,
Blue,Blue,Blue,0.84,1.00,
Red,Red,Red,0.80,1.07,
Orange,Orange,Orange,0.88,1.03,
Red,Yellow,Red,0.80,0.99,
Green,Green,Blue,0.72,1.05,
Yellow,Yellow,Yellow,0.88,1.00,
Red,Red,Red,0.71,1.03,
Yellow,Yellow,Orange,0.78,1.02,
Orange,Orange,Orange,0.80,1.01,
Blue,Blue,Blue,0.83,1.14,
Red,Red,Red,0.93,2.15,
Green,Red,Yellow,0.98,2.09,
Orange,Orange,Orange,0.98,2.13,
Red,Green,Red,0.95,2.23,
Red,Red,Red,0.92,2.14,
Orange,Orange,Orange,0.89,2.30,
Orange,Orange,Blue,0.90,2.16,
Red,Red,Yellow,0.87,2.17,
Blue,Blue,Blue,0.83,2.20,
Yellow,Orange,Yellow,0.98,2.19,
Orange,Orange,Orange,1.01,2.11,
Red,Red,Yellow,1.04,2.12,
Yellow,Blue,Yellow,1.12,2.10,
Red,Red,Green,1.14,2.13,
Green,Green,Green,1.14,2.07,
Orange,Orange,Orange,1.10,2.12,
Blue,Blue,Blue,1.01,2.17,
Yellow,Yellow,Yellow,1.17,2.01,
Blue,Blue,Blue,1.14,2.06,
Red,Red,Red,1.13,2.06,
Red,Red,Green,1.29,1.91,
Green,Green,Green,1.24,1.93,
Red,Red,Red,1.24,1.91,
Yellow,Yellow,Yellow,1.22,1.91,
Orange,Orange,Red,1.24,1.88,
Orange,Yellow,Orange,1.27,1.78,
Yellow,Blue,Yellow,1.33,1.88,
Red,Red,Red,1.27,1.82,
Yellow,Yellow,Green,1.32,1.87,
Yellow,Yellow,Yellow,1.21,1.90,
Orange,Orange,Orange,1.49,1.49,
Red,Red,Red,1.57,1.50,
Green,Green,Green,1.55,1.51,
Blue,Blue,Blue,1.42,1.42,
Blue,Blue,Green,1.43,1.45,
Blue,Blue,Blue,1.50,1.51,
Red,Red,Red,1.47,1.52,
Red,Red,Red,1.49,1.51,
Yellow,Red,Yellow,1.49,1.41,
Orange,Orange,Orange,1.47,1.51,
Red,Red,Red,0.94,1.32,
Orange,Orange,Yellow,1.02,1.37,
Orange,Orange,Yellow,0.98,1.29,
Blue,Blue,Yellow,0.97,1.30,
Orange,Orange,Orange,1.02,1.38,
Yellow,Yellow,Orange,0.87,1.32,
Green,Green,Green,1.02,1.31,
Orange,Orange,Orange,1.04,1.33,
Orange,Blue,Orange,1.01,1.31,
Blue,Yellow,Blue,1.05,1.33,
